feeder,scenario_id,bus,vm_pu,voltage_violation,pv_bin,load_bin,method,conformal_variant,y_pred,lower,upper,q_used,risk_flag
33,3,21,0.9909786847794988,False,0.2,high_load,LinDistFlow physical backbone + global quantile,global,0.991160550397813,0.9887912564269884,0.9935298443686377,0.002369293970824655,False
33,3,22,0.9790346037361444,False,0.2,high_load,LinDistFlow physical backbone + global quantile,global,0.9799945456926203,0.9776252517217957,0.982363839663445,0.002369293970824655,False
33,3,23,0.972046893077364,False,0.2,high_load,LinDistFlow physical backbone + global quantile,global,0.9730501400466867,0.970680846075862,0.9754194340175113,0.002369293970824655,False
33,3,24,0.9688747169471544,False,0.2,high_load,LinDistFlow physical backbone + global quantile,global,0.9698864996732393,0.9675172057024146,0.9722557936440639,0.002369293970824655,False
33,3,25,0.9472714616027692,True,0.2,high_load,LinDistFlow physical backbone + global quantile,global,0.9498632687681811,0.9474939747973564,0.9522325627390057,0.002369293970824655,True
33,3,26,0.9444848542238418,True,0.2,high_load,LinDistFlow physical backbone + global quantile,global,0.9471778873149832,0.9448085933441586,0.9495471812858078,0.002369293970824655,True
33,3,27,0.9311860773434948,True,0.2,high_load,LinDistFlow physical backbone + global quantile,global,0.9342302967960815,0.9318610028252569,0.9365995907669061,0.002369293970824655,True
33,3,28,0.921694744631718,True,0.2,high_load,LinDistFlow physical backbone + global quantile,global,0.9248862002430416,0.9225169062722169,0.9272554942138662,0.002369293970824655,True
33,3,29,0.9175711097504652,True,0.2,high_load,LinDistFlow physical backbone + global quantile,global,0.9208011647424503,0.9184318707716257,0.923170458713275,0.002369293970824655,True
33,3,30,0.912710858230704,True,0.2,high_load,LinDistFlow physical backbone + global quantile,global,0.9159769884220689,0.9136076944512442,0.9183462823928935,0.002369293970824655,True
33,3,31,0.9116329361345537,True,0.2,high_load,LinDistFlow physical backbone + global quantile,global,0.9149037660840799,0.9125344721132552,0.9172730600549045,0.002369293970824655,True
33,3,32,0.9113076537814656,True,0.2,high_load,LinDistFlow physical backbone + global quantile,global,0.9145797158884432,0.9122104219176186,0.9169490098592679,0.002369293970824655,True
33,11,0,1.0,False,0.6,low_load,LinDistFlow physical backbone + global quantile,global,1.0,0.9976307060291754,1.0023692939708246,0.002369293970824655,False
33,11,1,0.9988356676448792,False,0.6,low_load,LinDistFlow physical backbone + global quantile,global,0.9988696918804055,0.9965003979095809,1.0012389858512303,0.002369293970824655,False
33,11,2,0.9939533908979582,False,0.6,low_load,LinDistFlow physical backbone + global quantile,global,0.9941443065083551,0.9917750125375304,0.9965136004791797,0.002369293970824655,False
33,11,3,0.9920299224791506,False,0.6,low_load,LinDistFlow physical backbone + global quantile,global,0.9923030219113816,0.989933727940557,0.9946723158822063,0.002369293970824655,False
33,11,4,0.9898123411714636,False,0.6,low_load,LinDistFlow physical backbone + global quantile,global,0.9901613926079845,0.9877920986371599,0.9925306865788092,0.002369293970824655,False
33,11,5,0.9834367449635636,False,0.6,low_load,LinDistFlow physical backbone + global quantile,global,0.9839408689037714,0.9815715749329468,0.986310162874596,0.002369293970824655,False
33,11,6,0.9817472468413836,False,0.6,low_load,LinDistFlow physical backbone + global quantile,global,0.9822629952402911,0.9798937012694665,0.9846322892111158,0.002369293970824655,False
33,11,7,0.9810948250022063,False,0.6,low_load,LinDistFlow physical backbone + global quantile,global,0.9816232735948944,0.9792539796240698,0.9839925675657191,0.002369293970824655,False
33,11,8,0.9793180568960316,False,0.6,low_load,LinDistFlow physical backbone + global quantile,global,0.9798655227829143,0.9774962288120896,0.9822348167537389,0.002369293970824655,False
33,11,9,0.9766149614075724,False,0.6,low_load,LinDistFlow physical backbone + global quantile,global,0.977176332629047,0.9748070386582224,0.9795456265998717,0.002369293970824655,False
33,11,10,0.9762881780066716,False,0.6,low_load,LinDistFlow physical backbone + global quantile,global,0.9768509879880204,0.9744816940171958,0.979220281958845,0.002369293970824655,False
33,11,11,0.9757613125133472,False,0.6,low_load,LinDistFlow physical backbone + global quantile,global,0.9763264936197188,0.9739571996488942,0.9786957875905434,0.002369293970824655,False
33,11,12,0.973543929753396,False,0.6,low_load,LinDistFlow physical backbone + global quantile,global,0.9741175562326944,0.9717482622618697,0.976486850203519,0.002369293970824655,False
33,11,13,0.9727191334358238,False,0.6,low_load,LinDistFlow physical backbone + global quantile,global,0.9732950857804878,0.9709257918096632,0.9756643797513125,0.002369293970824655,False
33,11,14,0.9725451143408786,False,0.6,low_load,LinDistFlow physical backbone + global quantile,global,0.9731224220577224,0.9707531280868977,0.975491716028547,0.002369293970824655,False
33,11,15,0.9726095896515016,False,0.6,low_load,LinDistFlow physical backbone + global quantile,global,0.9731881129234567,0.9708188189526321,0.9755574068942814,0.002369293970824655,False
33,11,16,0.9729514806105178,False,0.6,low_load,LinDistFlow physical backbone + global quantile,global,0.9735313738430185,0.9711620798721938,0.9759006678138431,0.002369293970824655,False
33,11,17,0.9725376915701226,False,0.6,low_load,LinDistFlow physical backbone + global quantile,global,0.9731179249408728,0.9707486309700482,0.9754872189116974,0.002369293970824655,False
33,11,18,0.9984357498362356,False,0.6,low_load,LinDistFlow physical backbone + global quantile,global,0.9984710546902824,0.9961017607194578,1.000840348661107,0.002369293970824655,False
33,11,19,0.995686834391206,False,0.6,low_load,LinDistFlow physical backbone + global quantile,global,0.9957284761357375,0.9933591821649128,0.9980977701065621,0.002369293970824655,False
33,11,20,0.9951335623869904,False,0.6,low_load,LinDistFlow physical backbone + global quantile,global,0.9951756462963942,0.9928063523255696,0.9975449402672188,0.002369293970824655,False
33,11,21,0.9945972152718672,False,0.6,low_load,LinDistFlow physical backbone + global quantile,global,0.9946395295032013,0.9922702355323767,0.997008823474026,0.002369293970824655,False
33,11,22,0.9913389912579306,False,0.6,low_load,LinDistFlow physical backbone + global quantile,global,0.9915491159940851,0.9891798220232605,0.9939184099649098,0.002369293970824655,False
33,11,23,0.9864698056794066,False,0.6,low_load,LinDistFlow physical backbone + global quantile,global,0.9867002722999092,0.9843309783290846,0.9890695662707338,0.002369293970824655,False
33,11,24,0.9839960163747508,False,0.6,low_load,LinDistFlow physical backbone + global quantile,global,0.9842303569109253,0.9818610629401007,0.98659965088175,0.002369293970824655,False
33,11,25,0.9826412355289788,False,0.6,low_load,LinDistFlow physical backbone + global quantile,global,0.9831656168813867,0.9807963229105621,0.9855349108522113,0.002369293970824655,False
33,11,26,0.981247372061223,False,0.6,low_load,LinDistFlow physical backbone + global quantile,global,0.9817981487129203,0.9794288547420956,0.9841674426837449,0.002369293970824655,False
33,11,27,0.9747542610577176,False,0.6,low_load,LinDistFlow physical backbone + global quantile,global,0.9753953999145571,0.9730261059437325,0.9777646938853818,0.002369293970824655,False
33,11,28,0.970151890465456,False,0.6,low_load,LinDistFlow physical backbone + global quantile,global,0.9708310029302041,0.9684617089593794,0.9732002969010287,0.002369293970824655,False
33,11,29,0.967693898387338,False,0.6,low_load,LinDistFlow physical backbone + global quantile,global,0.9683828666135706,0.966013572642746,0.9707521605843953,0.002369293970824655,False
33,11,30,0.9648211517819631,False,0.6,low_load,LinDistFlow physical backbone + global quantile,global,0.9655183750003052,0.9631490810294806,0.9678876689711299,0.002369293970824655,False
33,11,31,0.9641892031750608,False,0.6,low_load,LinDistFlow physical backbone + global quantile,global,0.9648871590418648,0.9625178650710402,0.9672564530126895,0.002369293970824655,False
